asn1,asn2,rel_x,asn1RIR,asn2RIR,rel_y
852,15247,p2p,ARIN,ARIN,p2c
852,19662,p2p,ARIN,ARIN,p2c
1136,1140,p2c,ARIN,ARIN,p2p
1221,4608,p2c,ARIN,APNIC,p2p
1221,6507,p2c,ARIN,ARIN,p2p
1221,15133,p2p,ARIN,ARIN,p2c
1221,16509,p2p,ARIN,ARIN,p2c
1221,30103,p2p,ARIN,ARIN,p2c
1221,32787,p2c,ARIN,ARIN,p2p
1221,44444,p2c,ARIN,RIPE,p2p
1221,62955,p2c,ARIN,ARIN,p2p
1237,1781,p2c,ARIN,ARIN,p2p
1237,3784,p2c,ARIN,ARIN,p2p
1237,7564,p2c,ARIN,APNIC,p2p
1237,9274,p2c,ARIN,APNIC,p2p
1237,9317,p2c,ARIN,APNIC,p2p
1237,9488,p2c,ARIN,APNIC,p2p
1237,9686,p2c,ARIN,APNIC,p2p
1237,9949,p2c,ARIN,APNIC,p2p
1237,10052,p2c,ARIN,APNIC,p2p
1237,18026,p2c,ARIN,APNIC,p2p
1237,18298,p2c,ARIN,APNIC,p2p
1237,23570,p2c,ARIN,APNIC,p2p
1237,45984,p2c,ARIN,APNIC,p2p
1239,4637,p2c,ARIN,APNIC,p2p
1239,24441,p2p,ARIN,APNIC,p2c
1257,14907,p2p,ARIN,ARIN,p2c
1273,2906,p2p,ARIN,ARIN,p2c
1273,15133,p2p,ARIN,ARIN,p2c
1273,16509,p2p,ARIN,ARIN,p2c
1273,32934,p2p,ARIN,ARIN,p2c
1273,60068,p2c,ARIN,RIPE,p2p
1280,33071,p2p,ARIN,ARIN,p2c
1299,4459,p2p,ARIN,ARIN,p2c
1299,7713,p2p,ARIN,APNIC,p2c
1299,7922,p2p,ARIN,ARIN,p2c
1299,12578,p2p,ARIN,RIPE,p2c
1299,14586,p2p,ARIN,ARIN,p2c
1299,15763,p2c,ARIN,RIPE,p2p
1299,33597,p2c,ARIN,ARIN,p2p
1299,39251,p2c,ARIN,RIPE,p2p
1299,40731,p2c,ARIN,ARIN,p2p
1299,43219,p2p,ARIN,RIPE,p2c
1299,43658,p2p,ARIN,RIPE,p2c
1299,44507,p2c,ARIN,RIPE,p2p
1299,49335,p2c,ARIN,RIPE,p2p
1299,51569,p2c,ARIN,RIPE,p2p
1299,54600,p2p,ARIN,ARIN,p2c
1764,29545,p2c,ARIN,RIPE,p2p
1916,264427,p2p,ARIN,LACNIC,p2c
2065,44850,p2p,ARIN,RIPE,p2c
2110,39122,p2c,RIPE,RIPE,p2p
2116,41729,p2p,RIPE,RIPE,p2c
2116,44381,p2p,RIPE,RIPE,p2c
2116,197943,p2p,RIPE,RIPE ,p2c
2116,199990,p2p,RIPE,RIPE ,p2c
2116,204712,p2c,RIPE,RIPE ,p2p
2153,4600,p2c,ARIN,ARIN,p2p
2153,14041,p2c,ARIN,ARIN,p2p
2153,22388,p2c,ARIN,ARIN,p2p
2500,7500,p2p,ARIN,APNIC,p2c
2516,9371,p2p,ARIN,APNIC,p2c
2516,14340,p2c,ARIN,ARIN,p2p
2516,15133,p2p,ARIN,ARIN,p2c
2603,59835,p2c,RIPE,RIPE,p2p
2607,6855,p2c,RIPE,RIPE,p2p
2607,8501,p2c,RIPE,RIPE,p2p
2607,8778,p2c,RIPE,RIPE,p2p
2607,31117,p2c,RIPE,RIPE,p2p
2607,34820,p2c,RIPE,RIPE,p2p
2607,38949,p2c,RIPE,RIPE,p2p
2611,8674,p2p,RIPE,RIPE,p2c
2614,31313,p2c,RIPE,RIPE,p2p
2682,25689,p2p,ARIN,ARIN,p2c
2687,5104,p2c,ARIN,ARIN,p2p
2764,18119,p2c,ARIN,APNIC,p2p
2828,62812,p2p,ARIN,ARIN,p2c
2854,47445,p2p,RIPE,RIPE,p2c
2914,5400,p2p,ARIN,RIPE,p2c
2914,24077,p2c,ARIN,APNIC,p2p
2914,25180,p2c,ARIN,RIPE,p2p
2914,38930,p2c,ARIN,RIPE,p2p
2914,45414,p2c,ARIN,APNIC,p2p
2914,196954,p2c,ARIN,RIPE ,p2p
2914,197068,p2c,ARIN,RIPE ,p2p
2914,262765,p2c,ARIN,LACNIC,p2p
3214,206499,p2p,RIPE,RIPE ,p2c
3215,8487,p2p,RIPE,RIPE,p2c
3215,39180,p2p,RIPE,RIPE,p2c
3215,44530,p2p,RIPE,RIPE,p2c
3216,28709,p2p,RIPE,RIPE,p2c
3223,5483,p2p,RIPE,RIPE,p2c
3223,8953,p2p,RIPE,RIPE,p2c
3223,9269,p2p,RIPE,APNIC,p2c
3223,20915,p2p,RIPE,RIPE,p2c
3223,31252,p2p,RIPE,RIPE,p2c
3223,31543,p2p,RIPE,RIPE,p2c
3223,34788,p2p,RIPE,RIPE,p2c
3223,39912,p2p,RIPE,RIPE,p2c
3223,47869,p2p,RIPE,RIPE,p2c
3223,48011,p2p,RIPE,RIPE,p2c
3223,197898,p2p,RIPE,RIPE ,p2c
3257,3292,p2p,RIPE,RIPE,p2c
3257,3303,p2p,RIPE,RIPE,p2c
3257,4134,p2p,RIPE,ARIN,p2c
3257,4637,p2p,RIPE,APNIC,p2c
3257,4766,p2p,RIPE,APNIC,p2c
3257,4837,p2p,RIPE,APNIC,p2c
3257,5400,p2p,RIPE,RIPE,p2c
3257,7713,p2p,RIPE,APNIC,p2c
3257,7922,p2p,RIPE,ARIN,p2c
3257,9002,p2p,RIPE,RIPE,p2c
3257,9534,p2c,RIPE,APNIC,p2p
3257,10480,p2p,RIPE,ARIN,p2c
3257,15169,p2p,RIPE,ARIN,p2c
3257,17676,p2p,RIPE,APNIC,p2c
3257,24516,p2c,RIPE,APNIC,p2p
3257,34922,p2p,RIPE,RIPE,p2c
3257,196755,p2p,RIPE,RIPE ,p2c
3267,5467,p2c,RIPE,RIPE,p2p
3292,8478,p2c,RIPE,RIPE,p2p
3292,18701,p2c,RIPE,ARIN,p2p
3292,21171,p2c,RIPE,RIPE,p2p
3292,21293,p2c,RIPE,RIPE,p2p
3292,25225,p2c,RIPE,RIPE,p2p
3292,31264,p2c,RIPE,RIPE,p2p
3292,31726,p2c,RIPE,RIPE,p2p
3292,41264,p2c,RIPE,RIPE,p2p
3292,41741,p2c,RIPE,RIPE,p2p
3292,42022,p2c,RIPE,RIPE,p2p
3292,42175,p2c,RIPE,RIPE,p2p
3292,44123,p2c,RIPE,RIPE,p2p
3292,44764,p2c,RIPE,RIPE,p2p
3292,48469,p2c,RIPE,RIPE,p2p
3292,49082,p2c,RIPE,RIPE,p2p
3292,49278,p2c,RIPE,RIPE,p2p
3292,56828,p2c,RIPE,RIPE,p2p
3292,197519,p2c,RIPE,RIPE ,p2p
3292,198309,p2c,RIPE,RIPE ,p2p
3292,200139,p2c,RIPE,RIPE ,p2p
3292,201419,p2c,RIPE,RIPE ,p2p
3292,202174,p2c,RIPE,RIPE ,p2p
3292,202641,p2c,RIPE,RIPE ,p2p
3292,206993,p2c,RIPE,RIPE ,p2p
3292,207035,p2c,RIPE,RIPE ,p2p
3292,208692,p2c,RIPE,RIPE ,p2p
3301,200090,p2c,RIPE,RIPE ,p2p
3302,5602,p2p,RIPE,RIPE,p2c
3303,5769,p2p,RIPE,ARIN,p2c
3303,15517,p2p,RIPE,RIPE,p2c
3303,24951,p2p,RIPE,RIPE,p2c
3303,29791,p2p,RIPE,ARIN,p2c
3303,29802,p2p,RIPE,ARIN,p2c
3303,42708,p2c,RIPE,RIPE,p2p
3303,58453,p2c,RIPE,APNIC,p2p
3303,198330,p2p,RIPE,RIPE ,p2c
3303,200612,p2p,RIPE,RIPE ,p2c
3316,30124,p2c,RIPE,ARIN,p2p
3320,5539,p2c,RIPE,RIPE,p2p
3320,8075,p2p,RIPE,ARIN,p2c
3320,9145,p2c,RIPE,RIPE,p2p
3320,20940,p2p,RIPE,RIPE,p2c
3320,42525,p2c,RIPE,RIPE,p2p
3320,44530,p2p,RIPE,RIPE,p2c
3320,45758,p2c,RIPE,APNIC,p2p
3320,50629,p2p,RIPE,RIPE,p2c
3320,62955,p2c,RIPE,ARIN,p2p
3326,3327,p2p,RIPE,RIPE,p2c
3326,13249,p2p,RIPE,RIPE,p2c
3326,21011,p2p,RIPE,RIPE,p2c
3326,29076,p2c,RIPE,RIPE,p2p
3356,4323,p2c,ARIN,ARIN,p2p
3356,4637,p2p,ARIN,APNIC,p2c
3356,4648,p2p,ARIN,APNIC,p2c
3356,4766,p2p,ARIN,APNIC,p2c
3356,4826,p2p,ARIN,APNIC,p2c
3356,5089,p2p,ARIN,ARIN,p2c
3356,6939,p2p,ARIN,ARIN,p2c
3356,7713,p2p,ARIN,APNIC,p2c
3356,7843,p2p,ARIN,ARIN,p2c
3356,8075,p2p,ARIN,ARIN,p2c
3356,13414,p2p,ARIN,ARIN,p2c
3356,15557,p2p,ARIN,RIPE,p2c
3356,15943,p2p,ARIN,RIPE,p2c
3356,18403,p2p,ARIN,APNIC,p2c
3356,20115,p2p,ARIN,ARIN,p2c
3356,21263,p2p,ARIN,RIPE,p2c
3356,24441,p2p,ARIN,APNIC,p2c
3356,24764,p2p,ARIN,RIPE,p2c
3356,30722,p2p,ARIN,RIPE,p2c
3356,33659,p2c,ARIN,ARIN,p2p
3356,38001,p2c,ARIN,APNIC,p2p
3356,41364,p2p,ARIN,RIPE,p2c
3356,45758,p2p,ARIN,APNIC,p2c
3356,52320,p2p,ARIN,LACNIC,p2c
3356,60280,p2p,ARIN,RIPE,p2c
3356,197267,p2p,ARIN,RIPE ,p2c
3402,22921,p2p,ARIN,ARIN,p2c
3450,46512,p2p,ARIN,ARIN,p2c
3462,9264,p2c,ARIN,APNIC,p2p
3491,7479,p2p,ARIN,APNIC,p2c
3491,11164,p2p,ARIN,ARIN,p2c
3491,16509,p2c,ARIN,ARIN,p2p
3491,23673,p2p,ARIN,APNIC,p2c
3491,24482,p2p,ARIN,APNIC,p2c
3491,24545,p2c,ARIN,APNIC,p2p
3491,25152,p2p,ARIN,RIPE,p2c
3491,26658,p2p,ARIN,ARIN,p2c
3491,38896,p2p,ARIN,APNIC,p2c
3491,58511,p2p,ARIN,APNIC,p2c
3527,6150,p2p,ARIN,ARIN,p2c
3549,4576,p2c,ARIN,ARIN,p2p
3549,5733,p2c,ARIN,ARIN,p2p
3549,6505,p2c,ARIN,ARIN,p2p
3549,7160,p2p,ARIN,ARIN,p2c
3549,7726,p2p,ARIN,ARIN,p2c
3549,8651,p2c,ARIN,RIPE,p2p
3549,10099,p2c,ARIN,APNIC,p2p
3549,10299,p2p,ARIN,ARIN,p2c
3549,11031,p2p,ARIN,ARIN,p2c
3549,11237,p2p,ARIN,ARIN,p2c
3549,11392,p2c,ARIN,ARIN,p2p
3549,12025,p2p,ARIN,ARIN,p2c
3549,13496,p2p,ARIN,ARIN,p2c
3549,13617,p2p,ARIN,ARIN,p2c
3549,14002,p2p,ARIN,ARIN,p2c
3549,14297,p2c,ARIN,ARIN,p2p
3549,14766,p2c,ARIN,ARIN,p2p
3549,14898,p2p,ARIN,ARIN,p2c
3549,15085,p2p,ARIN,ARIN,p2c
3549,15169,p2p,ARIN,ARIN,p2c
3549,15176,p2c,ARIN,ARIN,p2p
3549,15211,p2p,ARIN,ARIN,p2c
3549,15224,p2p,ARIN,ARIN,p2c
3549,15301,p2c,ARIN,ARIN,p2p
3549,15613,p2c,ARIN,RIPE,p2p
3549,15641,p2p,ARIN,RIPE,p2c
3549,16594,p2c,ARIN,ARIN,p2p
3549,16618,p2p,ARIN,ARIN,p2c
3549,16735,p2c,ARIN,ARIN,p2p
3549,16990,p2c,ARIN,ARIN,p2p
3549,17222,p2c,ARIN,ARIN,p2p
3549,17270,p2c,ARIN,ARIN,p2p
3549,18585,p2c,ARIN,ARIN,p2p
3549,18649,p2p,ARIN,ARIN,p2c
3549,18916,p2c,ARIN,ARIN,p2p
3549,18947,p2c,ARIN,ARIN,p2p
3549,19352,p2c,ARIN,ARIN,p2p
3549,19582,p2p,ARIN,ARIN,p2c
3549,19806,p2c,ARIN,ARIN,p2p
3549,19878,p2p,ARIN,ARIN,p2c
3549,19885,p2p,ARIN,ARIN,p2c
3549,19888,p2p,ARIN,ARIN,p2c
3549,20060,p2p,ARIN,ARIN,p2c
3549,20187,p2c,ARIN,ARIN,p2p
3549,21336,p2p,ARIN,RIPE,p2c
3549,21574,p2c,ARIN,ARIN,p2p
3549,21859,p2p,ARIN,ARIN,p2c
3549,22148,p2c,ARIN,ARIN,p2p
3549,22507,p2c,ARIN,ARIN,p2p
3549,23115,p2c,ARIN,ARIN,p2p
3549,23345,p2p,ARIN,ARIN,p2c
3549,23433,p2c,ARIN,ARIN,p2p
3549,23490,p2c,ARIN,ARIN,p2p
3549,23765,p2c,ARIN,APNIC,p2p
3549,25647,p2p,ARIN,ARIN,p2c
3549,25920,p2c,ARIN,ARIN,p2p
3549,26994,p2c,ARIN,ARIN,p2p
3549,27203,p2c,ARIN,ARIN,p2p
3549,27899,p2c,ARIN,LACNIC,p2p
3549,28026,p2p,ARIN,LACNIC,p2c
3549,28151,p2c,ARIN,LACNIC,p2p
3549,28166,p2c,ARIN,LACNIC,p2p
3549,28186,p2c,ARIN,LACNIC,p2p
3549,28210,p2c,ARIN,LACNIC,p2p
3549,28307,p2p,ARIN,LACNIC,p2c
3549,28604,p2c,ARIN,LACNIC,p2p
3549,28756,p2c,ARIN,RIPE,p2p
3549,29396,p2c,ARIN,RIPE,p2p
3549,29824,p2p,ARIN,ARIN,p2c
3549,29888,p2p,ARIN,ARIN,p2c
3549,30260,p2p,ARIN,ARIN,p2c
3549,31981,p2c,ARIN,ARIN,p2p
3549,32297,p2c,ARIN,ARIN,p2p
3549,32417,p2c,ARIN,ARIN,p2p
3549,32419,p2c,ARIN,ARIN,p2p
3549,32509,p2c,ARIN,ARIN,p2p
3549,33147,p2c,ARIN,ARIN,p2p
3549,33543,p2p,ARIN,ARIN,p2c
3549,33553,p2p,ARIN,ARIN,p2c
3549,33606,p2p,ARIN,ARIN,p2c
3549,33680,p2p,ARIN,ARIN,p2c
3549,34309,p2p,ARIN,RIPE,p2c
3549,34655,p2p,ARIN,RIPE,p2c
3549,34746,p2c,ARIN,RIPE,p2p
3549,36089,p2p,ARIN,ARIN,p2c
3549,36188,p2c,ARIN,ARIN,p2p
3549,36740,p2c,ARIN,ARIN,p2p
3549,38936,p2c,ARIN,RIPE,p2p
3549,40144,p2p,ARIN,ARIN,p2c
3549,40171,p2p,ARIN,ARIN,p2c
3549,40276,p2p,ARIN,ARIN,p2c
3549,40411,p2c,ARIN,ARIN,p2p
3549,43217,p2c,ARIN,RIPE,p2p
3549,43251,p2p,ARIN,RIPE,p2c
3549,47999,p2c,ARIN,RIPE,p2p
3549,52873,p2c,ARIN,LACNIC,p2p
3549,53010,p2c,ARIN,LACNIC,p2p
3549,53013,p2p,ARIN,LACNIC,p2c
3549,53020,p2p,ARIN,LACNIC,p2c
3549,53131,p2p,ARIN,LACNIC,p2c
3549,53368,p2c,ARIN,ARIN,p2p
3549,53416,p2c,ARIN,ARIN,p2p
3549,53621,p2p,ARIN,ARIN,p2c
3549,53624,p2p,ARIN,ARIN,p2c
3549,53634,p2c,ARIN,ARIN,p2p
3549,53719,p2p,ARIN,ARIN,p2c
3549,53819,p2c,ARIN,ARIN,p2p
3549,54418,p2p,ARIN,ARIN,p2c
3549,54508,p2c,ARIN,ARIN,p2p
3549,54590,p2p,ARIN,ARIN,p2c
3549,54770,p2p,ARIN,ARIN,p2c
3549,55092,p2c,ARIN,ARIN,p2p
3549,55992,p2c,ARIN,APNIC,p2p
3549,59907,p2c,ARIN,RIPE,p2p
3549,61591,p2p,ARIN,LACNIC,p2c
3549,62783,p2p,ARIN,ARIN,p2c
3549,62797,p2p,ARIN,ARIN,p2c
3549,63341,p2p,ARIN,ARIN,p2c
3549,63399,p2c,ARIN,ARIN,p2p
3549,63402,p2p,ARIN,ARIN,p2c
3549,133851,p2c,ARIN,APNIC,p2p
3549,135160,p2c,ARIN,APNIC,p2p
3549,198328,p2p,ARIN,RIPE ,p2c
3549,207098,p2c,ARIN,RIPE ,p2p
3549,262354,p2p,ARIN,LACNIC,p2c
3549,262417,p2c,ARIN,LACNIC,p2p
3549,262545,p2c,ARIN,LACNIC,p2p
3549,262632,p2c,ARIN,LACNIC,p2p
3549,263042,p2p,ARIN,LACNIC,p2c
3549,263328,p2c,ARIN,LACNIC,p2p
3549,263394,p2c,ARIN,LACNIC,p2p
3549,263396,p2p,ARIN,LACNIC,p2c
3549,263825,p2p,ARIN,LACNIC,p2c
3549,264076,p2p,ARIN,LACNIC,p2c
3549,264102,p2c,ARIN,LACNIC,p2p
3549,264110,p2p,ARIN,LACNIC,p2c
3549,264444,p2c,ARIN,LACNIC,p2p
3549,264575,p2p,ARIN,LACNIC,p2c
3549,264796,p2p,ARIN,LACNIC,p2c
3549,264900,p2c,ARIN,LACNIC,p2p
3549,264949,p2c,ARIN,LACNIC,p2p
3549,265022,p2p,ARIN,LACNIC,p2c
3549,265061,p2p,ARIN,LACNIC,p2c
3549,265066,p2c,ARIN,LACNIC,p2p
3549,265414,p2c,ARIN,LACNIC,p2p
3549,265442,p2p,ARIN,LACNIC,p2c
3549,266081,p2p,ARIN,LACNIC,p2c
3549,266426,p2c,ARIN,LACNIC,p2p
3549,266428,p2p,ARIN,LACNIC,p2c
3549,266950,p2c,ARIN,LACNIC,p2p
3549,267352,p2c,ARIN,LACNIC,p2p
3549,268689,p2c,ARIN,LACNIC,p2p
3549,268747,p2c,ARIN,LACNIC,p2p
3549,393241,p2p,ARIN,ARIN,p2c
3549,393291,p2c,ARIN,ARIN,p2p
3549,393330,p2c,ARIN,ARIN,p2p
3549,393590,p2c,ARIN,ARIN,p2p
3549,393671,p2c,ARIN,ARIN,p2p
3549,393743,p2p,ARIN,ARIN,p2c
3549,394092,p2c,ARIN,ARIN,p2p
3549,394656,p2c,ARIN,ARIN,p2p
3549,394773,p2p,ARIN,ARIN,p2c
3549,395523,p2c,ARIN,ARIN,p2p
3549,396248,p2p,ARIN,ARIN,p2c
3549,396379,p2p,ARIN,ARIN,p2c
3549,396439,p2p,ARIN,ARIN,p2c
3561,7926,p2p,ARIN,ARIN,p2c
3561,13461,p2c,ARIN,ARIN,p2p
3561,14762,p2p,ARIN,ARIN,p2c
3561,17989,p2p,ARIN,APNIC,p2c
3561,22283,p2p,ARIN,ARIN,p2c
3561,63362,p2p,ARIN,ARIN,p2c
3561,395266,p2p,ARIN,ARIN,p2c
3561,395516,p2p,ARIN,ARIN,p2c
3722,36236,p2c,ARIN,ARIN,p2p
3741,5713,p2c,ARIN,ARIN,p2p
3741,6774,p2c,ARIN,RIPE,p2p
3741,6968,p2c,ARIN,ARIN,p2p
3741,7020,p2c,ARIN,ARIN,p2p
3741,11845,p2c,ARIN,ARIN,p2p
3741,13335,p2c,ARIN,ARIN,p2p
3741,15133,p2c,ARIN,ARIN,p2p
3741,19551,p2c,ARIN,ARIN,p2p
3741,20011,p2c,ARIN,ARIN,p2p
3741,20459,p2c,ARIN,ARIN,p2p
3741,21351,p2c,ARIN,RIPE,p2p
3741,22822,p2c,ARIN,ARIN,p2p
3741,23889,p2c,ARIN,APNIC,p2p
3741,24429,p2c,ARIN,APNIC,p2p
3741,32437,p2c,ARIN,ARIN,p2p
3741,36236,p2c,ARIN,ARIN,p2p
