asn1,asn2,rel_x,asn1RIR,asn2RIR,rel_y
1299,13825,p2c,ARIN,ARIN,p2p
1299,15456,p2p,ARIN,RIPE,p2c
1299,22822,p2c,ARIN,ARIN,p2p
1299,24875,p2p,ARIN,RIPE,p2c
1299,29244,p2p,ARIN,RIPE,p2c
1299,34602,p2c,ARIN,RIPE,p2p
1299,37613,p2p,ARIN,AFRINIC,p2c
1299,40788,p2c,ARIN,ARIN,p2p
1299,44700,p2c,ARIN,RIPE,p2p
1299,59492,p2c,ARIN,RIPE,p2p
1299,60294,p2p,ARIN,RIPE,p2c
1299,61317,p2c,ARIN,RIPE,p2p
1351,11577,p2p,ARIN,ARIN,p2c
1351,16384,p2p,ARIN,ARIN,p2c
1351,26385,p2p,ARIN,ARIN,p2c
1351,33604,p2p,ARIN,ARIN,p2c
1351,54257,p2p,ARIN,ARIN,p2c
1351,62736,p2p,ARIN,ARIN,p2c
1351,63276,p2p,ARIN,ARIN,p2c
1403,14086,p2p,ARIN,ARIN,p2c
1733,5237,p2p,ARIN,ARIN,p2c
1733,6034,p2p,ARIN,ARIN,p2c
1836,6772,p2c,ARIN,RIPE,p2p
1916,16891,p2p,ARIN,ARIN,p2c
1916,52888,p2p,ARIN,LACNIC,p2c
1916,264427,p2p,ARIN,LACNIC,p2c
2116,21297,p2c,RIPE,RIPE,p2p
2116,43401,p2c,RIPE,RIPE,p2p
2116,199791,p2c,RIPE,RIPE ,p2p
2118,42377,p2c,RIPE,RIPE,p2p
2152,7941,p2c,ARIN,ARIN,p2p
2152,17369,p2c,ARIN,ARIN,p2p
2152,33585,p2c,ARIN,ARIN,p2p
2497,6894,p2c,ARIN,RIPE,p2p
2500,3943,p2p,ARIN,ARIN,p2c
2500,7500,p2c,ARIN,APNIC,p2p
2500,24047,p2p,ARIN,APNIC,p2c
2516,2518,p2p,ARIN,ARIN,p2c
2516,7529,p2c,ARIN,APNIC,p2p
2516,16509,p2c,ARIN,ARIN,p2p
2516,17686,p2p,ARIN,APNIC,p2c
2516,18069,p2c,ARIN,APNIC,p2p
2516,18125,p2c,ARIN,APNIC,p2p
2516,58645,p2c,ARIN,APNIC,p2p
2603,2832,p2c,RIPE,RIPE,p2p
2607,8501,p2c,RIPE,RIPE,p2p
2607,15935,p2c,RIPE,RIPE,p2p
2607,29405,p2c,RIPE,RIPE,p2p
2607,42841,p2c,RIPE,RIPE,p2p
2721,13548,p2c,ARIN,ARIN,p2p
2721,53257,p2c,ARIN,ARIN,p2p
2764,9313,p2p,ARIN,APNIC,p2c
2764,9627,p2c,ARIN,APNIC,p2p
2764,9672,p2p,ARIN,APNIC,p2c
2764,10234,p2c,ARIN,APNIC,p2p
2764,16477,p2p,ARIN,ARIN,p2c
2764,17473,p2p,ARIN,APNIC,p2c
2764,17535,p2p,ARIN,APNIC,p2c
2764,17559,p2p,ARIN,APNIC,p2c
2764,17561,p2p,ARIN,APNIC,p2c
2764,18117,p2p,ARIN,APNIC,p2c
2764,18250,p2p,ARIN,APNIC,p2c
2764,45269,p2c,ARIN,APNIC,p2p
2764,45762,p2p,ARIN,APNIC,p2c
2764,56135,p2c,ARIN,APNIC,p2p
2764,58505,p2p,ARIN,APNIC,p2c
2764,131270,p2p,ARIN,APNIC,p2c
2764,132330,p2p,ARIN,APNIC,p2c
2764,132852,p2p,ARIN,APNIC,p2c
2764,133161,p2p,ARIN,APNIC,p2c
2764,133603,p2p,ARIN,APNIC,p2c
2764,133736,p2p,ARIN,APNIC,p2c
2764,133873,p2p,ARIN,APNIC,p2c
2764,135415,p2c,ARIN,APNIC,p2p
2764,136044,p2p,ARIN,APNIC,p2c
2764,136469,p2p,ARIN,APNIC,p2c
2854,29450,p2p,RIPE,RIPE,p2c
2914,3462,p2c,ARIN,ARIN,p2p
2914,4040,p2c,ARIN,ARIN,p2p
2914,4134,p2c,ARIN,ARIN,p2p
2914,4637,p2p,ARIN,APNIC,p2c
2914,4837,p2c,ARIN,APNIC,p2p
2914,5580,p2p,ARIN,RIPE,p2c
2914,6895,p2c,ARIN,RIPE,p2p
2914,8075,p2c,ARIN,ARIN,p2p
2914,8220,p2p,ARIN,RIPE,p2c
2914,12491,p2c,ARIN,RIPE,p2p
2914,13285,p2p,ARIN,RIPE,p2c
2914,13647,p2c,ARIN,ARIN,p2p
2914,17984,p2c,ARIN,APNIC,p2p
2914,19024,p2c,ARIN,ARIN,p2p
2914,19693,p2c,ARIN,ARIN,p2p
2914,20485,p2p,ARIN,RIPE,p2c
2914,24077,p2p,ARIN,APNIC,p2c
2914,25180,p2c,ARIN,RIPE,p2p
2914,39386,p2p,ARIN,RIPE,p2c
2914,44217,p2c,ARIN,RIPE,p2p
2914,44980,p2p,ARIN,RIPE,p2c
3216,5495,p2c,RIPE,RIPE,p2p
3216,31444,p2c,RIPE,RIPE,p2p
3216,34682,p2c,RIPE,RIPE,p2p
3216,49558,p2p,RIPE,RIPE,p2c
3216,196850,p2c,RIPE,RIPE ,p2p
3216,201250,p2c,RIPE,RIPE ,p2p
3245,61066,p2c,RIPE,RIPE,p2p
3257,4837,p2c,RIPE,APNIC,p2p
3257,6079,p2p,RIPE,ARIN,p2c
3257,23673,p2c,RIPE,APNIC,p2p
3257,34922,p2c,RIPE,RIPE,p2p
3257,47872,p2p,RIPE,RIPE,p2c
3267,5568,p2p,RIPE,RIPE,p2c
3267,6672,p2c,RIPE,RIPE,p2p
3267,34707,p2p,RIPE,RIPE,p2c
3292,9009,p2c,RIPE,RIPE,p2p
3292,41264,p2p,RIPE,RIPE,p2c
3301,15133,p2c,RIPE,ARIN,p2p
3303,15576,p2c,RIPE,RIPE,p2p
3320,5539,p2p,RIPE,RIPE,p2c
3320,13101,p2c,RIPE,RIPE,p2p
3320,20940,p2c,RIPE,RIPE,p2p
3320,44530,p2p,RIPE,RIPE,p2c
3320,51114,p2p,RIPE,RIPE,p2c
3326,12695,p2c,RIPE,RIPE,p2p
3326,43727,p2c,RIPE,RIPE,p2p
3327,47478,p2c,RIPE,RIPE,p2p
3356,3361,p2c,ARIN,ARIN,p2p
3356,5713,p2p,ARIN,ARIN,p2c
3356,7922,p2p,ARIN,ARIN,p2c
3356,8075,p2c,ARIN,ARIN,p2p
3356,8201,p2c,ARIN,RIPE,p2p
3356,8455,p2p,ARIN,RIPE,p2c
3356,9304,p2p,ARIN,APNIC,p2c
3356,9498,p2c,ARIN,APNIC,p2p
3356,9500,p2p,ARIN,APNIC,p2c
3356,10607,p2c,ARIN,ARIN,p2p
3356,12430,p2c,ARIN,RIPE,p2p
3356,13354,p2p,ARIN,ARIN,p2c
3356,13746,p2p,ARIN,ARIN,p2c
3356,15805,p2p,ARIN,RIPE,p2c
3356,16838,p2p,ARIN,ARIN,p2c
3356,17185,p2c,ARIN,ARIN,p2p
3356,18703,p2p,ARIN,ARIN,p2c
3356,19019,p2c,ARIN,ARIN,p2p
3356,20645,p2p,ARIN,RIPE,p2c
3356,21263,p2c,ARIN,RIPE,p2p
3356,21627,p2c,ARIN,ARIN,p2p
3356,22384,p2c,ARIN,ARIN,p2p
3356,23673,p2c,ARIN,APNIC,p2p
3356,24764,p2c,ARIN,RIPE,p2p
3356,29422,p2c,ARIN,RIPE,p2p
3356,33522,p2p,ARIN,ARIN,p2c
3356,33680,p2p,ARIN,ARIN,p2c
3356,35916,p2c,ARIN,ARIN,p2p
3356,38001,p2p,ARIN,APNIC,p2c
3356,40028,p2c,ARIN,ARIN,p2p
3356,42227,p2c,ARIN,RIPE,p2p
3356,44217,p2c,ARIN,RIPE,p2p
3356,60068,p2c,ARIN,RIPE,p2p
3356,60725,p2c,ARIN,RIPE,p2p
3356,63474,p2p,ARIN,ARIN,p2c
3356,63956,p2c,ARIN,APNIC,p2p
3356,135069,p2c,ARIN,APNIC,p2p
3356,197267,p2c,ARIN,RIPE ,p2p
3356,198545,p2p,ARIN,RIPE ,p2c
3356,394882,p2c,ARIN,ARIN,p2p
3462,10310,p2p,ARIN,ARIN,p2c
3462,17710,p2c,ARIN,APNIC,p2p
3462,17714,p2c,ARIN,APNIC,p2p
3462,46489,p2c,ARIN,ARIN,p2p
3462,133613,p2c,ARIN,APNIC,p2p
3491,3786,p2c,ARIN,ARIN,p2p
3491,4788,p2c,ARIN,APNIC,p2p
3491,7342,p2p,ARIN,ARIN,p2c
3491,9902,p2p,ARIN,APNIC,p2c
3491,23673,p2c,ARIN,APNIC,p2p
3491,58453,p2c,ARIN,APNIC,p2p
3549,4364,p2c,ARIN,ARIN,p2p
3549,6057,p2c,ARIN,ARIN,p2p
3549,6419,p2c,ARIN,ARIN,p2p
3549,7257,p2c,ARIN,ARIN,p2p
3549,10453,p2c,ARIN,ARIN,p2p
3549,11751,p2p,ARIN,ARIN,p2c
3549,11899,p2c,ARIN,ARIN,p2p
3549,12025,p2c,ARIN,ARIN,p2p
3549,13588,p2c,ARIN,ARIN,p2p
3549,13617,p2c,ARIN,ARIN,p2p
3549,13898,p2c,ARIN,ARIN,p2p
3549,15085,p2c,ARIN,ARIN,p2p
3549,15211,p2c,ARIN,ARIN,p2p
3549,16815,p2c,ARIN,ARIN,p2p
3549,17348,p2c,ARIN,ARIN,p2p
3549,18649,p2c,ARIN,ARIN,p2p
3549,18742,p2c,ARIN,ARIN,p2p
3549,18898,p2c,ARIN,ARIN,p2p
3549,19885,p2c,ARIN,ARIN,p2p
3549,20060,p2c,ARIN,ARIN,p2p
3549,22761,p2c,ARIN,ARIN,p2p
3549,23018,p2c,ARIN,ARIN,p2p
3549,23345,p2c,ARIN,ARIN,p2p
3549,25647,p2c,ARIN,ARIN,p2p
3549,25920,p2c,ARIN,ARIN,p2p
3549,26122,p2c,ARIN,ARIN,p2p
3549,26646,p2c,ARIN,ARIN,p2p
3549,28140,p2c,ARIN,LACNIC,p2p
3549,28151,p2c,ARIN,LACNIC,p2p
3549,28226,p2c,ARIN,LACNIC,p2p
3549,28250,p2c,ARIN,LACNIC,p2p
3549,28368,p2p,ARIN,LACNIC,p2c
3549,28665,p2c,ARIN,LACNIC,p2p
3549,29834,p2c,ARIN,ARIN,p2p
3549,29888,p2c,ARIN,ARIN,p2p
3549,30260,p2c,ARIN,ARIN,p2p
3549,30504,p2c,ARIN,ARIN,p2p
3549,30615,p2c,ARIN,ARIN,p2p
3549,32457,p2c,ARIN,ARIN,p2p
3549,33259,p2c,ARIN,ARIN,p2p
3549,33543,p2c,ARIN,ARIN,p2p
3549,33553,p2c,ARIN,ARIN,p2p
3549,34309,p2c,ARIN,RIPE,p2p
3549,34655,p2c,ARIN,RIPE,p2p
3549,35834,p2c,ARIN,RIPE,p2p
3549,36188,p2p,ARIN,ARIN,p2c
3549,36309,p2p,ARIN,ARIN,p2c
3549,36741,p2c,ARIN,ARIN,p2p
3549,40154,p2c,ARIN,ARIN,p2p
3549,40171,p2c,ARIN,ARIN,p2p
3549,40817,p2c,ARIN,ARIN,p2p
3549,40917,p2c,ARIN,ARIN,p2p
3549,41095,p2p,ARIN,RIPE,p2c
3549,42344,p2c,ARIN,RIPE,p2p
3549,44226,p2c,ARIN,RIPE,p2p
3549,46454,p2c,ARIN,ARIN,p2p
3549,47762,p2c,ARIN,RIPE,p2p
3549,48591,p2c,ARIN,RIPE,p2p
3549,52368,p2c,ARIN,LACNIC,p2p
3549,52871,p2c,ARIN,LACNIC,p2p
3549,53224,p2c,ARIN,LACNIC,p2p
3549,53624,p2c,ARIN,ARIN,p2p
3549,53719,p2c,ARIN,ARIN,p2p
3549,54147,p2c,ARIN,ARIN,p2p
3549,54590,p2c,ARIN,ARIN,p2p
3549,54770,p2c,ARIN,ARIN,p2p
3549,59902,p2c,ARIN,RIPE,p2p
3549,61186,p2c,ARIN,RIPE,p2p
3549,61247,p2c,ARIN,RIPE,p2p
3549,62783,p2c,ARIN,ARIN,p2p
3549,62795,p2c,ARIN,ARIN,p2p
3549,63402,p2c,ARIN,ARIN,p2p
3549,262352,p2c,ARIN,LACNIC,p2p
3549,263097,p2c,ARIN,LACNIC,p2p
3549,263773,p2p,ARIN,LACNIC,p2c
3549,265198,p2c,ARIN,LACNIC,p2p
3549,265388,p2p,ARIN,LACNIC,p2c
3549,393275,p2c,ARIN,ARIN,p2p
3549,393356,p2c,ARIN,ARIN,p2p
3549,393554,p2c,ARIN,ARIN,p2p
3549,393641,p2c,ARIN,ARIN,p2p
3549,393743,p2c,ARIN,ARIN,p2p
3549,393924,p2c,ARIN,ARIN,p2p
3549,394043,p2c,ARIN,ARIN,p2p
3549,394773,p2c,ARIN,ARIN,p2p
3549,396248,p2c,ARIN,ARIN,p2p
3549,396439,p2c,ARIN,ARIN,p2p
3561,7926,p2c,ARIN,ARIN,p2p
3561,14762,p2c,ARIN,ARIN,p2p
3561,17989,p2c,ARIN,APNIC,p2p
3561,18887,p2p,ARIN,ARIN,p2c
3561,22283,p2c,ARIN,ARIN,p2p
3561,22951,p2p,ARIN,ARIN,p2c
3561,63362,p2c,ARIN,ARIN,p2p
3561,395516,p2c,ARIN,ARIN,p2p
3741,18775,p2c,ARIN,ARIN,p2p
3741,26415,p2c,ARIN,ARIN,p2p
3741,27322,p2c,ARIN,ARIN,p2p
3741,37105,p2p,ARIN,AFRINIC,p2c
3741,37168,p2c,ARIN,AFRINIC,p2p
3741,37179,p2c,ARIN,AFRINIC,p2p
3741,37662,p2c,ARIN,AFRINIC,p2p
3741,54994,p2p,ARIN,ARIN,p2c
3786,4809,p2c,ARIN,APNIC,p2p
3786,9771,p2c,ARIN,APNIC,p2p
4134,4538,p2c,ARIN,ARIN,p2p
4134,134418,p2p,ARIN,APNIC,p2c
4134,134769,p2p,ARIN,APNIC,p2c
4208,26339,p2p,ARIN,ARIN,p2c
4323,6621,p2p,ARIN,ARIN,p2c
4323,10348,p2c,ARIN,ARIN,p2p
4323,10587,p2p,ARIN,ARIN,p2c
4323,11563,p2c,ARIN,ARIN,p2p
4323,12137,p2c,ARIN,ARIN,p2p
4323,14214,p2c,ARIN,ARIN,p2p
4323,14230,p2p,ARIN,ARIN,p2c
4323,16538,p2c,ARIN,ARIN,p2p
4323,22739,p2c,ARIN,ARIN,p2p
4323,23019,p2c,ARIN,ARIN,p2p
4323,23204,p2c,ARIN,ARIN,p2p
4323,23657,p2c,ARIN,APNIC,p2p
4323,25938,p2c,ARIN,ARIN,p2p
4323,26049,p2c,ARIN,ARIN,p2p
4323,26709,p2p,ARIN,ARIN,p2c
4323,26994,p2p,ARIN,ARIN,p2c
4323,30362,p2c,ARIN,ARIN,p2p
4323,30472,p2c,ARIN,ARIN,p2p
4323,32268,p2c,ARIN,ARIN,p2p
4323,32325,p2c,ARIN,ARIN,p2p
4323,32532,p2c,ARIN,ARIN,p2p
4323,33511,p2c,ARIN,ARIN,p2p
4323,40572,p2c,ARIN,ARIN,p2p
4323,40838,p2c,ARIN,ARIN,p2p
4323,46528,p2c,ARIN,ARIN,p2p
4323,46744,p2c,ARIN,ARIN,p2p
4323,46925,p2p,ARIN,ARIN,p2c
4323,46973,p2p,ARIN,ARIN,p2c
4323,54408,p2c,ARIN,ARIN,p2p
4323,55156,p2c,ARIN,ARIN,p2p
4323,393351,p2c,ARIN,ARIN,p2p
4323,393510,p2c,ARIN,ARIN,p2p
4323,394685,p2c,ARIN,ARIN,p2p
4323,394829,p2c,ARIN,ARIN,p2p
4323,395313,p2p,ARIN,ARIN,p2c
4323,395556,p2c,ARIN,ARIN,p2p
4538,132553,p2p,ARIN,APNIC,p2c
4557,11773,p2c,ARIN,ARIN,p2p
4589,5607,p2c,ARIN,RIPE,p2p
4608,26415,p2p,APNIC,ARIN,p2c
4637,4657,p2p,APNIC,APNIC,p2c
4637,8928,p2c,APNIC,RIPE,p2p
4637,9929,p2p,APNIC,APNIC,p2c
4637,11414,p2p,APNIC,ARIN,p2c
4637,12552,p2p,APNIC,RIPE,p2c
4637,13768,p2p,APNIC,ARIN,p2c
4637,20712,p2p,APNIC,RIPE,p2c
4637,21859,p2p,APNIC,ARIN,p2c
4637,25577,p2p,APNIC,RIPE,p2c
4637,29073,p2p,APNIC,RIPE,p2c
4637,29748,p2p,APNIC,ARIN,p2c
4637,34655,p2p,APNIC,RIPE,p2c
4637,38001,p2c,APNIC,APNIC,p2p
4637,38193,p2p,APNIC,APNIC,p2c
4637,38861,p2p,APNIC,APNIC,p2c
4637,44444,p2p,APNIC,RIPE,p2c
4637,59126,p2c,APNIC,APNIC,p2p
4637,135548,p2c,APNIC,APNIC,p2p
4641,31529,p2c,APNIC,RIPE,p2p
4657,19551,p2p,APNIC,ARIN,p2c
4657,25605,p2p,APNIC,ARIN,p2c
4657,32590,p2p,APNIC,ARIN,p2c
4657,45474,p2p,APNIC,APNIC,p2c
4713,17676,p2c,APNIC,APNIC,p2p
4713,17686,p2c,APNIC,APNIC,p2p
4713,17961,p2c,APNIC,APNIC,p2p
4739,20473,p2c,APNIC,ARIN,p2p
4755,18101,p2c,APNIC,APNIC,p2p
4766,4837,p2c,APNIC,APNIC,p2p
4766,9505,p2c,APNIC,APNIC,p2p
4766,26496,p2c,APNIC,ARIN,p2p
4766,45706,p2p,APNIC,APNIC,p2c
4766,55329,p2p,APNIC,APNIC,p2c
4775,38822,p2c,APNIC,APNIC,p2p
4779,9670,p2p,APNIC,APNIC,p2c
4779,9927,p2p,APNIC,APNIC,p2c
4779,17452,p2c,APNIC,APNIC,p2p
4779,45600,p2c,APNIC,APNIC,p2p
4779,135025,p2p,APNIC,APNIC,p2c
4788,15932,p2p,APNIC,RIPE,p2c
4788,21859,p2p,APNIC,ARIN,p2c
4809,7540,p2c,APNIC,APNIC,p2p
4809,9318,p2c,APNIC,APNIC,p2p
4809,9902,p2p,APNIC,APNIC,p2c
4809,12850,p2p,APNIC,RIPE,p2c
4809,20940,p2p,APNIC,RIPE,p2c
4809,30844,p2p,APNIC,RIPE,p2c
4809,37239,p2c,APNIC,AFRINIC,p2p
4809,45474,p2c,APNIC,APNIC,p2p
4809,52863,p2c,APNIC,LACNIC,p2p
4809,55329,p2p,APNIC,APNIC,p2c
4809,55769,p2c,APNIC,APNIC,p2p
4809,58985,p2c,APNIC,APNIC,p2p
4809,59371,p2c,APNIC,APNIC,p2p
4826,6660,p2p,APNIC,RIPE,p2c
4826,7160,p2p,APNIC,ARIN,p2c
4826,7175,p2p,APNIC,ARIN,p2c
4826,7475,p2p,APNIC,APNIC,p2c
4826,7496,p2p,APNIC,APNIC,p2c
4826,7543,p2p,APNIC,APNIC,p2c
4826,7551,p2p,APNIC,APNIC,p2c
4826,7578,p2p,APNIC,APNIC,p2c
4826,7583,p2p,APNIC,APNIC,p2c
4826,7598,p2p,APNIC,APNIC,p2c
4826,7600,p2p,APNIC,APNIC,p2c
4826,7604,p2p,APNIC,APNIC,p2c
4826,7703,p2p,APNIC,APNIC,p2c
4826,7713,p2p,APNIC,APNIC,p2c
4826,9266,p2p,APNIC,APNIC,p2c
4826,9297,p2p,APNIC,APNIC,p2c
4826,9342,p2p,APNIC,APNIC,p2c
4826,9500,p2p,APNIC,APNIC,p2c
4826,9648,p2p,APNIC,APNIC,p2c
4826,9650,p2p,APNIC,APNIC,p2c
4826,9667,p2p,APNIC,APNIC,p2c
4826,9723,p2p,APNIC,APNIC,p2c
4826,9745,p2p,APNIC,APNIC,p2c
4826,9834,p2p,APNIC,APNIC,p2c
4826,9876,p2p,APNIC,APNIC,p2c
4826,9942,p2p,APNIC,APNIC,p2c
4826,10080,p2p,APNIC,APNIC,p2c
4826,10084,p2p,APNIC,APNIC,p2c
4826,10105,p2p,APNIC,APNIC,p2c
4826,10143,p2p,APNIC,APNIC,p2c
4826,12041,p2p,APNIC,ARIN,p2c
4826,12189,p2p,APNIC,ARIN,p2c
4826,13445,p2p,APNIC,ARIN,p2c
4826,13720,p2p,APNIC,ARIN,p2c
4826,14413,p2p,APNIC,ARIN,p2c
4826,16265,p2p,APNIC,RIPE,p2c
4826,16276,p2p,APNIC,RIPE,p2c
4826,16509,p2p,APNIC,ARIN,p2c
4826,17451,p2p,APNIC,APNIC,p2c
4826,17667,p2p,APNIC,APNIC,p2c
4826,17705,p2p,APNIC,APNIC,p2c
4826,17890,p2p,APNIC,APNIC,p2c
4826,17907,p2p,APNIC,APNIC,p2c
4826,18065,p2p,APNIC,APNIC,p2c
4826,18119,p2p,APNIC,APNIC,p2c
4826,18200,p2p,APNIC,APNIC,p2c
4826,18390,p2p,APNIC,APNIC,p2c
4826,18404,p2p,APNIC,APNIC,p2c
4826,19679,p2p,APNIC,ARIN,p2c
4826,23965,p2p,APNIC,APNIC,p2c
4826,24105,p2p,APNIC,APNIC,p2c
4826,24313,p2p,APNIC,APNIC,p2c
4826,24315,p2p,APNIC,APNIC,p2c
4826,24446,p2p,APNIC,APNIC,p2c
4826,24466,p2p,APNIC,APNIC,p2c
4826,24516,p2p,APNIC,APNIC,p2c
4826,24541,p2p,APNIC,APNIC,p2c
4826,24557,p2p,APNIC,APNIC,p2c
4826,30103,p2p,APNIC,ARIN,p2c
4826,31800,p2p,APNIC,ARIN,p2c
4826,32590,p2p,APNIC,ARIN,p2c
4826,32787,p2p,APNIC,ARIN,p2c
4826,32934,p2p,APNIC,ARIN,p2c
4826,33047,p2p,APNIC,ARIN,p2c
4826,33438,p2p,APNIC,ARIN,p2c
4826,35908,p2p,APNIC,ARIN,p2c
4826,36086,p2p,APNIC,ARIN,p2c
4826,36236,p2p,APNIC,ARIN,p2c
4826,36351,p2p,APNIC,ARIN,p2c
4826,36408,p2p,APNIC,ARIN,p2c
4826,36692,p2p,APNIC,ARIN,p2c
4826,37933,p2p,APNIC,APNIC,p2c
4826,38022,p2p,APNIC,APNIC,p2c
